Invoice ID,Branch,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,Rating,City
542-41-0513,B,Member,Female,Electronic accessories,57.49,4,11.498000000000001,241.458,2019-03-15,11:57:00,Cash,6.6,Mandalay
426-39-2418,C,Normal,Male,Electronic accessories,61.41,7,21.4935,451.3635,2019-01-14,10:02:00,Cash,9.8,Naypyitaw
875-46-5808,B,Member,Male,Health and beauty,25.9,10,12.950000000000001,271.95,2019-02-06,14:51:00,Ewallet,8.7,Mandalay
394-43-4238,B,Member,Male,Home and lifestyle,17.77,5,4.4425,93.29249999999999,2019-02-15,12:42:00,Credit card,5.4,Mandalay
749-24-1565,A,Normal,Female,Health and beauty,23.03,9,10.363500000000002,217.63350000000003,2019-01-03,12:02:00,Ewallet,7.9,Yangon
672-51-8681,C,Member,Female,Electronic accessories,66.65,9,29.992500000000003,629.8425,2019-01-04,18:19:00,Credit card,9.7,Naypyitaw
263-87-5680,C,Member,Female,Home and lifestyle,28.53,10,14.265,299.565,2019-03-18,17:38:00,Ewallet,7.8,Naypyitaw
573-58-9734,B,Normal,Female,Fashion accessories,30.37,3,4.5555,95.6655,2019-03-28,13:41:00,Ewallet,5.1,Mandalay
817-69-8206,B,Normal,Female,Electronic accessories,99.73,9,44.8785,942.4485000000001,2019-03-02,19:42:00,Credit card,6.5,Mandalay
888-02-0338,A,Normal,Male,Electronic accessories,26.23,9,11.8035,247.87349999999998,2019-01-25,20:24:00,Ewallet,5.9,Yangon
677-11-0152,C,Normal,Female,Food and beverages,93.26,9,41.967000000000006,881.307,2019-01-16,18:08:00,Cash,8.8,Naypyitaw
142-63-6033,B,Normal,Male,Home and lifestyle,92.36,5,23.090000000000003,484.89,2019-03-20,19:17:00,Ewallet,4.9,Mandalay
656-16-1063,B,Normal,Male,Sports and travel,46.42,3,6.963,146.22299999999998,2019-01-04,13:24:00,Credit card,4.4,Mandalay
891-58-8335,B,Member,Female,Sports and travel,29.61,7,10.3635,217.63349999999997,2019-03-11,15:53:00,Cash,6.5,Mandalay
802-43-8934,A,Normal,Male,Home and lifestyle,18.28,1,0.9140000000000001,19.194000000000003,2019-03-22,15:05:00,Credit card,8.3,Yangon
560-30-5617,B,Normal,Female,Sports and travel,24.77,5,6.1925,130.0425,2019-03-24,18:27:00,Cash,8.5,Mandalay
319-74-2561,A,Member,Female,Electronic accessories,94.64,3,14.196000000000002,298.11600000000004,2019-02-21,16:55:00,Cash,5.5,Yangon
549-03-9315,B,Normal,Male,Fashion accessories,94.87,8,37.948,796.908,2019-02-12,12:58:00,Ewallet,8.7,Mandalay
790-29-1172,B,Normal,Female,Food and beverages,57.34,3,8.601,180.621,2019-03-10,18:59:00,Credit card,7.9,Mandalay
239-36-3640,B,Normal,Male,Electronic accessories,45.35,6,13.605000000000002,285.70500000000004,2019-01-31,13:44:00,Ewallet,6.1,Mandalay
468-01-2051,B,Normal,Male,Food and beverages,62.08,7,21.728,456.288,2019-03-06,13:46:00,Ewallet,5.4,Mandalay
389-25-3394,C,Normal,Male,Electronic accessories,11.81,5,2.9525000000000006,62.002500000000005,2019-02-17,18:06:00,Cash,9.4,Naypyitaw
279-62-1445,C,Member,Female,Fashion accessories,12.54,1,0.627,13.167,2019-02-21,12:38:00,Cash,8.2,Naypyitaw
213-72-6612,A,Normal,Male,Food and beverages,43.25,2,4.325,90.825,2019-03-20,15:56:00,Cash,6.2,Yangon
746-68-6593,C,Member,Female,Sports and travel,87.16,2,8.716,183.036,2019-01-11,14:29:00,Credit card,9.7,Naypyitaw
836-82-5858,B,Member,Male,Health and beauty,69.37,9,31.216500000000003,655.5465,2019-01-26,19:14:00,Ewallet,4.0,Mandalay
583-72-1480,C,Member,Male,Electronic accessories,37.06,4,7.412000000000001,155.65200000000002,2019-01-31,16:24:00,Ewallet,9.7,Naypyitaw
466-61-5506,B,Member,Female,Electronic accessories,90.7,6,27.210000000000004,571.4100000000001,2019-02-26,10:52:00,Cash,5.3,Mandalay
721-86-6247,A,Normal,Female,Home and lifestyle,63.42,8,25.368000000000002,532.7280000000001,2019-03-11,12:55:00,Ewallet,7.4,Yangon
289-65-5721,B,Normal,Female,Fashion accessories,81.37,2,8.137,170.877,2019-01-26,19:28:00,Cash,6.5,Mandalay
545-46-3100,B,Member,Female,Electronic accessories,10.59,3,1.5885,33.3585,2019-03-12,13:52:00,Credit card,8.7,Mandalay
418-02-5978,B,Normal,Female,Health and beauty,84.09,9,37.840500000000006,794.6505000000001,2019-02-11,10:54:00,Cash,8.0,Mandalay
269-04-5750,B,Member,Male,Fashion accessories,73.82,4,14.764,310.044,2019-02-21,18:31:00,Cash,6.7,Mandalay
157-13-5295,A,Member,Male,Health and beauty,51.94,10,25.97,545.37,2019-03-09,18:24:00,Ewallet,6.5,Yangon
645-78-8093,A,Normal,Female,Sports and travel,93.14,2,9.314,195.594,2019-01-20,18:09:00,Ewallet,4.1,Yangon
211-30-9270,C,Normal,Male,Health and beauty,17.41,5,4.3525,91.4025,2019-01-28,15:16:00,Credit card,4.9,Naypyitaw
755-12-3214,C,Member,Female,Fashion accessories,44.22,5,11.055,232.155,2019-03-05,17:07:00,Credit card,8.6,Naypyitaw
346-84-3103,B,Member,Female,Electronic accessories,13.22,5,3.3050000000000006,69.40500000000002,2019-03-02,19:26:00,Cash,4.3,Mandalay
478-06-7835,A,Normal,Male,Fashion accessories,89.69,1,4.4845,94.1745,2019-01-11,11:20:00,Ewallet,4.9,Yangon
540-11-4336,A,Normal,Male,Food and beverages,24.94,9,11.223,235.68300000000002,2019-01-11,16:49:00,Credit card,5.6,Yangon
448-81-5016,A,Normal,Male,Health and beauty,59.77,2,5.977,125.51700000000001,2019-03-11,12:01:00,Credit card,5.8,Yangon
142-72-4741,C,Member,Male,Fashion accessories,93.2,2,9.32,195.72,2019-02-28,18:37:00,Credit card,6.0,Naypyitaw
217-58-1179,A,Member,Male,Home and lifestyle,62.65,4,12.530000000000001,263.13,2019-01-05,11:25:00,Cash,4.2,Yangon
376-02-8238,B,Normal,Male,Home and lifestyle,93.87,8,37.548,788.508,2019-02-02,18:42:00,Credit card,8.3,Mandalay
530-90-9855,A,Member,Male,Home and lifestyle,47.59,8,19.036,399.75600000000003,2019-01-01,14:47:00,Cash,5.7,Yangon
866-05-7563,B,Member,Female,Electronic accessories,81.4,3,12.21,256.41,2019-02-09,19:43:00,Cash,4.8,Mandalay
604-70-6476,A,Member,Male,Fashion accessories,17.94,5,4.485,94.185,2019-01-23,14:04:00,Ewallet,6.8,Yangon
799-71-1548,A,Member,Male,Electronic accessories,77.72,4,15.544,326.424,2019-01-07,16:11:00,Credit card,8.8,Yangon
785-13-7708,B,Normal,Male,Food and beverages,73.06,7,25.571,536.991,2019-01-14,19:06:00,Credit card,4.2,Mandalay
845-51-0542,B,Member,Male,Food and beverages,46.55,9,20.9475,439.8975,2019-02-02,15:34:00,Ewallet,6.4,Mandalay
662-47-5456,C,Member,Male,Fashion accessories,35.19,10,17.595,369.495,2019-03-17,19:06:00,Credit card,8.4,Naypyitaw
883-17-4236,C,Normal,Female,Sports and travel,14.39,2,1.439,30.219,2019-03-02,19:44:00,Credit card,7.2,Naypyitaw
290-68-2984,A,Normal,Male,Home and lifestyle,23.75,4,4.75,99.75,2019-03-16,11:22:00,Cash,5.2,Yangon
704-11-6354,A,Member,Male,Home and lifestyle,58.9,8,23.560000000000002,494.76,2019-01-06,11:23:00,Cash,8.9,Yangon
110-48-7033,B,Member,Male,Fashion accessories,32.62,4,6.524,137.004,2019-01-29,14:12:00,Cash,9.0,Mandalay
366-93-0948,A,Member,Male,Electronic accessories,66.35,1,3.3175,69.66749999999999,2019-01-31,10:46:00,Credit card,9.7,Yangon
729-09-9681,A,Member,Male,Home and lifestyle,25.91,6,7.773000000000001,163.233,2019-02-05,10:16:00,Ewallet,8.7,Yangon
151-16-1484,A,Member,Male,Electronic accessories,32.25,4,6.45,135.45,2019-02-13,12:38:00,Ewallet,6.5,Yangon
380-94-4661,C,Member,Male,Electronic accessories,65.94,4,13.188,276.948,2019-02-07,13:05:00,Credit card,6.9,Naypyitaw
850-41-9669,A,Normal,Female,Electronic accessories,75.06,9,33.777,709.317,2019-03-19,13:25:00,Ewallet,6.2,Yangon
821-07-3596,C,Normal,Female,Fashion accessories,16.45,4,3.29,69.09,2019-03-07,14:53:00,Ewallet,5.6,Naypyitaw
655-85-5130,B,Member,Female,Fashion accessories,38.3,4,7.66,160.85999999999999,2019-03-13,19:22:00,Cash,5.7,Mandalay
447-15-7839,A,Member,Female,Sports and travel,22.24,10,11.12,233.51999999999998,2019-02-09,11:00:00,Cash,4.2,Yangon
154-74-7179,B,Normal,Male,Sports and travel,54.45,1,2.7225,57.1725,2019-02-26,19:24:00,Ewallet,7.9,Mandalay
253-12-6086,A,Member,Female,Sports and travel,98.4,7,34.440000000000005,723.2400000000001,2019-03-12,12:43:00,Credit card,8.7,Yangon
808-65-0703,C,Normal,Male,Home and lifestyle,35.47,4,7.094,148.974,2019-03-14,17:22:00,Credit card,6.9,Naypyitaw
571-94-0759,B,Member,Female,Food and beverages,74.6,10,37.300000000000004,783.3,2019-01-08,20:55:00,Cash,9.5,Mandalay
144-51-6085,A,Member,Male,Home and lifestyle,70.74,4,14.148,297.108,2019-01-05,16:05:00,Credit card,4.4,Yangon
731-14-2199,A,Member,Female,Home and lifestyle,35.54,10,17.77,373.16999999999996,2019-01-04,13:34:00,Ewallet,7.0,Yangon
783-09-1637,B,Normal,Female,Sports and travel,67.43,5,16.8575,354.00750000000005,2019-03-06,18:13:00,Ewallet,6.3,Mandalay
687-15-1097,C,Member,Female,Health and beauty,21.12,2,2.112,44.352000000000004,2019-01-03,19:17:00,Cash,9.7,Naypyitaw
126-54-1082,A,Member,Female,Home and lifestyle,21.54,9,9.693,203.553,2019-01-07,11:44:00,Credit card,8.8,Yangon
633-91-1052,A,Normal,Female,Home and lifestyle,12.03,2,1.203,25.262999999999998,2019-01-27,15:51:00,Cash,5.1,Yangon
477-24-6490,B,Normal,Female,Health and beauty,99.71,6,29.913,628.173,2019-02-26,16:52:00,Ewallet,7.9,Mandalay
566-19-5475,B,Normal,Male,Fashion accessories,47.97,7,16.7895,352.57949999999994,2019-01-07,20:52:00,Cash,6.2,Mandalay
526-86-8552,C,Member,Female,Home and lifestyle,21.82,10,10.91,229.10999999999999,2019-01-07,17:36:00,Cash,7.1,Naypyitaw
376-56-3573,C,Normal,Female,Fashion accessories,95.42,4,19.084,400.764,2019-02-02,13:23:00,Ewallet,6.4,Naypyitaw
537-72-0426,C,Member,Male,Fashion accessories,70.99,10,35.495,745.395,2019-03-20,16:28:00,Cash,5.7,Naypyitaw
828-61-5674,A,Member,Male,Sports and travel,44.02,10,22.010000000000005,462.21000000000004,2019-03-20,19:57:00,Credit card,9.6,Yangon
136-08-6195,A,Normal,Female,Home and lifestyle,69.96,8,27.983999999999998,587.664,2019-02-15,17:01:00,Credit card,6.4,Yangon
523-38-0215,C,Normal,Male,Home and lifestyle,37.0,1,1.85,38.85,2019-03-06,13:29:00,Credit card,7.9,Naypyitaw
490-29-1201,A,Normal,Female,Sports and travel,15.34,1,0.767,16.107,2019-01-06,11:09:00,Cash,6.5,Yangon
667-92-0055,A,Member,Male,Health and beauty,99.83,6,29.949,628.929,2019-03-04,15:02:00,Ewallet,8.5,Yangon
565-17-3836,A,Member,Female,Health and beauty,47.67,4,9.534,200.214,2019-03-12,14:21:00,Cash,9.1,Yangon
498-41-1961,B,Normal,Male,Health and beauty,66.68,5,16.67,350.07000000000005,2019-02-20,18:01:00,Cash,7.6,Mandalay
593-95-4461,C,Member,Male,Home and lifestyle,74.86,1,3.7430000000000003,78.603,2019-03-24,14:49:00,Cash,6.9,Naypyitaw
226-71-3580,C,Normal,Female,Sports and travel,23.75,9,10.6875,224.4375,2019-01-31,12:02:00,Cash,9.5,Naypyitaw
283-79-9594,B,Normal,Female,Food and beverages,48.51,7,16.9785,356.5485,2019-01-25,13:30:00,Credit card,5.2,Mandalay
430-60-3493,A,Member,Female,Home and lifestyle,94.88,7,33.208,697.3679999999999,2019-02-03,14:38:00,Cash,4.2,Yangon
139-20-0155,B,Member,Male,Electronic accessories,40.3,10,20.150000000000002,423.15,2019-01-24,17:37:00,Credit card,7.0,Mandalay
558-80-4082,C,Normal,Male,Electronic accessories,27.85,7,9.747500000000002,204.69750000000002,2019-03-14,17:20:00,Ewallet,6.0,Naypyitaw
278-97-7759,A,Member,Female,Electronic accessories,62.48,1,3.124,65.604,2019-02-18,20:29:00,Cash,4.7,Yangon
316-68-6352,A,Member,Female,Food and beverages,36.36,2,3.636,76.356,2019-01-21,10:00:00,Cash,7.1,Yangon
585-03-5943,B,Normal,Male,Health and beauty,18.11,10,9.055,190.155,2019-03-13,11:46:00,Ewallet,5.9,Mandalay
211-05-0490,C,Member,Female,Electronic accessories,51.92,5,12.980000000000002,272.58000000000004,2019-03-03,13:42:00,Cash,7.5,Naypyitaw
727-75-6477,C,Normal,Male,Electronic accessories,28.84,4,5.768000000000001,121.128,2019-03-29,14:44:00,Cash,6.4,Naypyitaw
744-02-5987,A,Member,Male,Home and lifestyle,78.38,6,23.514,493.794,2019-01-10,14:16:00,Ewallet,5.8,Yangon
307-83-9164,A,Member,Male,Home and lifestyle,60.01,4,12.002,252.042,2019-01-25,15:54:00,Cash,4.5,Yangon
779-06-0012,C,Member,Female,Home and lifestyle,88.61,1,4.4305,93.0405,2019-01-19,10:21:00,Cash,7.7,Naypyitaw
446-47-6729,C,Normal,Male,Fashion accessories,99.82,2,9.982,209.62199999999999,2019-01-02,18:09:00,Credit card,6.7,Naypyitaw
573-10-3877,B,Member,Male,Health and beauty,39.01,1,1.9505,40.960499999999996,2019-03-12,16:46:00,Credit card,4.7,Mandalay
735-06-4124,C,Normal,Male,Food and beverages,48.61,1,2.4305000000000003,51.0405,2019-02-25,15:31:00,Cash,4.4,Naypyitaw
439-54-7422,A,Normal,Female,Electronic accessories,51.19,4,10.238,214.998,2019-03-18,17:15:00,Credit card,4.7,Yangon
396-90-2219,B,Normal,Female,Electronic accessories,14.96,8,5.984000000000001,125.664,2019-02-23,12:29:00,Cash,8.6,Mandalay
411-77-0180,A,Member,Male,Electronic accessories,72.2,7,25.270000000000003,530.6700000000001,2019-03-26,20:14:00,Ewallet,4.3,Yangon
286-01-5402,A,Normal,Female,Sports and travel,40.23,7,14.080499999999999,295.69049999999993,2019-03-30,13:22:00,Cash,9.6,Yangon
803-17-8013,A,Member,Female,Home and lifestyle,88.79,8,35.516000000000005,745.836,2019-02-17,17:09:00,Cash,4.1,Yangon
512-98-1403,A,Member,Female,Electronic accessories,26.48,3,3.972,83.41199999999999,2019-03-21,10:40:00,Ewallet,4.7,Yangon
848-42-2560,A,Normal,Female,Fashion accessories,81.91,2,8.191,172.011,2019-03-05,17:43:00,Cash,7.8,Yangon
532-59-7201,B,Member,Male,Sports and travel,79.93,6,23.979000000000003,503.559,2019-01-31,14:04:00,Cash,5.5,Mandalay
181-94-6432,C,Member,Male,Fashion accessories,69.33,2,6.933,145.593,2019-02-05,19:05:00,Ewallet,9.7,Naypyitaw
870-76-1733,A,Member,Female,Food and beverages,14.23,5,3.5575000000000006,74.70750000000001,2019-02-01,10:08:00,Credit card,4.4,Yangon
423-64-4619,A,Member,Female,Health and beauty,15.55,9,6.997500000000001,146.94750000000002,2019-03-07,13:12:00,Cash,5.0,Yangon
227-07-4446,C,Member,Female,Electronic accessories,78.13,10,39.065,820.365,2019-02-10,20:51:00,Cash,4.4,Naypyitaw
174-36-3675,C,Member,Male,Food and beverages,99.37,2,9.937000000000001,208.67700000000002,2019-02-14,17:29:00,Cash,5.2,Naypyitaw
428-83-5800,C,Member,Female,Food and beverages,21.08,3,3.162,66.402,2019-02-09,10:25:00,Cash,7.3,Naypyitaw
603-07-0961,C,Member,Male,Electronic accessories,74.79,5,18.6975,392.64750000000004,2019-01-10,11:34:00,Cash,4.9,Naypyitaw
704-20-4138,C,Member,Female,Health and beauty,29.67,7,10.384500000000001,218.0745,2019-03-11,18:58:00,Credit card,8.1,Naypyitaw
787-15-1757,C,Member,Male,Health and beauty,44.07,4,8.814,185.094,2019-02-18,16:28:00,Ewallet,8.4,Naypyitaw
649-11-3678,C,Normal,Female,Food and beverages,22.93,9,10.3185,216.6885,2019-02-26,20:26:00,Cash,5.5,Naypyitaw
622-20-1945,C,Normal,Female,Health and beauty,39.42,1,1.971,41.391000000000005,2019-01-18,15:08:00,Cash,8.4,Naypyitaw
372-94-8041,A,Normal,Male,Health and beauty,15.26,6,4.578,96.138,2019-02-15,18:03:00,Ewallet,9.8,Yangon
563-91-7120,A,Normal,Female,Fashion accessories,61.77,5,15.442500000000003,324.2925,2019-03-08,13:21:00,Cash,6.7,Yangon
746-54-5508,A,Normal,Male,Home and lifestyle,21.52,6,6.456,135.576,2019-01-17,12:48:00,Credit card,9.4,Yangon
276-54-0879,B,Normal,Male,Sports and travel,97.74,4,19.548000000000002,410.508,2019-03-12,19:53:00,Ewallet,6.4,Mandalay
815-11-1168,A,Member,Male,Food and beverages,99.78,5,24.945,523.845,2019-03-09,19:09:00,Cash,5.4,Yangon
719-76-3868,C,Member,Male,Food and beverages,94.26,4,18.852,395.892,2019-03-12,16:30:00,Cash,8.6,Naypyitaw
730-61-8757,B,Member,Male,Health and beauty,51.13,4,10.226,214.746,2019-01-25,10:11:00,Credit card,4.0,Mandalay
340-66-0321,A,Member,Male,Electronic accessories,36.36,4,7.272,152.712,2019-03-25,13:07:00,Cash,7.6,Yangon
868-81-1752,B,Normal,Male,Home and lifestyle,22.02,9,9.909,208.089,2019-02-07,18:48:00,Cash,6.8,Mandalay
634-97-8956,A,Normal,Male,Food and beverages,32.9,3,4.935,103.63499999999999,2019-02-17,17:27:00,Credit card,9.1,Yangon
566-71-1091,A,Normal,Male,Fashion accessories,77.02,5,19.255,404.35499999999996,2019-02-03,15:59:00,Cash,5.5,Yangon
442-48-3607,A,Member,Male,Food and beverages,23.48,2,2.3480000000000003,49.308,2019-03-14,11:21:00,Credit card,7.9,Yangon
835-16-0096,C,Member,Male,Sports and travel,14.7,5,3.6750000000000003,77.175,2019-03-24,13:48:00,Ewallet,8.5,Naypyitaw
527-09-6272,A,Member,Female,Electronic accessories,28.45,5,7.112500000000001,149.3625,2019-03-21,10:17:00,Credit card,9.1,Yangon
898-04-2717,A,Normal,Male,Fashion accessories,76.4,9,34.38,721.98,2019-03-19,15:49:00,Ewallet,7.5,Yangon
692-27-8933,B,Normal,Female,Sports and travel,57.95,6,17.385,365.08500000000004,2019-02-24,13:02:00,Cash,5.2,Mandalay
633-09-3463,C,Normal,Female,Electronic accessories,47.65,3,7.1475,150.0975,2019-03-28,12:58:00,Credit card,9.5,Naypyitaw
374-17-3652,B,Member,Female,Food and beverages,42.82,9,19.269000000000002,404.649,2019-02-05,15:26:00,Credit card,8.9,Mandalay
378-07-7001,B,Member,Male,Electronic accessories,48.09,3,7.213500000000001,151.48350000000002,2019-02-10,18:23:00,Credit card,7.8,Mandalay
433-75-6987,B,Member,Female,Health and beauty,55.97,7,19.5895,411.37949999999995,2019-03-05,19:06:00,Ewallet,8.9,Mandalay
873-95-4984,B,Member,Female,Health and beauty,76.9,7,26.915000000000006,565.215,2019-02-15,20:21:00,Cash,7.7,Mandalay
416-13-5917,C,Normal,Female,Food and beverages,97.03,5,24.2575,509.40749999999997,2019-01-30,16:24:00,Ewallet,9.3,Naypyitaw
150-89-8043,A,Normal,Male,Sports and travel,44.65,3,6.6975,140.64749999999998,2019-02-14,15:04:00,Cash,6.2,Yangon
135-84-8019,A,Normal,Female,Fashion accessories,77.93,9,35.06850000000001,736.4385000000001,2019-02-27,16:10:00,Ewallet,7.6,Yangon
441-94-7118,A,Member,Male,Electronic accessories,71.95,1,3.5975,75.5475,2019-02-04,12:14:00,Cash,7.3,Yangon
725-96-3778,C,Member,Female,Home and lifestyle,89.25,8,35.7,749.7,2019-01-20,10:13:00,Cash,4.7,Naypyitaw
531-80-1784,A,Normal,Male,Electronic accessories,26.02,7,9.107,191.24699999999999,2019-03-28,17:38:00,Cash,5.1,Yangon
400-45-1220,B,Normal,Female,Health and beauty,13.5,10,6.75,141.75,2019-02-27,11:06:00,Credit card,4.8,Mandalay
860-79-0874,C,Member,Female,Fashion accessories,99.3,10,49.650000000000006,1042.65,2019-02-15,14:53:00,Credit card,6.6,Naypyitaw
834-61-8124,A,Normal,Male,Electronic accessories,51.69,7,18.0915,379.9215,2019-01-26,18:22:00,Cash,5.5,Yangon
115-99-4379,B,Member,Female,Fashion accessories,54.73,7,19.1555,402.2655,2019-03-14,19:02:00,Credit card,8.5,Mandalay
565-67-6697,B,Member,Male,Home and lifestyle,27.0,9,12.15,255.15,2019-03-02,14:16:00,Cash,4.8,Mandalay
320-49-6392,C,Normal,Female,Electronic accessories,30.24,1,1.512,31.752,2019-03-04,15:44:00,Cash,8.4,Naypyitaw
889-04-9723,B,Member,Female,Food and beverages,89.14,4,17.828,374.388,2019-01-07,12:20:00,Credit card,7.8,Mandalay
632-90-0281,C,Normal,Female,Fashion accessories,37.55,10,18.775000000000002,394.275,2019-03-08,20:01:00,Credit card,9.3,Naypyitaw
554-42-2417,C,Normal,Female,Sports and travel,95.44,10,47.72,1002.12,2019-01-09,13:45:00,Cash,5.2,Naypyitaw
453-63-6187,B,Normal,Male,Electronic accessories,27.5,3,4.125,86.625,2019-03-01,15:40:00,Ewallet,6.5,Mandalay
578-80-7669,B,Normal,Male,Sports and travel,74.97,1,3.7485,78.7185,2019-03-16,16:58:00,Cash,5.6,Mandalay
612-36-5536,A,Member,Male,Food and beverages,80.96,8,32.384,680.064,2019-02-17,11:12:00,Credit card,7.4,Yangon
605-72-4132,C,Normal,Female,Food and beverages,94.47,8,37.788000000000004,793.548,2019-02-27,15:12:00,Cash,9.1,Naypyitaw
471-41-2823,C,Normal,Male,Food and beverages,99.79,2,9.979000000000001,209.55900000000003,2019-03-07,20:37:00,Ewallet,8.0,Naypyitaw
462-67-9126,A,Normal,Male,Home and lifestyle,73.22,6,21.966,461.286,2019-01-21,17:44:00,Cash,7.2,Yangon
272-27-9238,C,Normal,Female,Food and beverages,41.24,4,8.248000000000001,173.208,2019-02-19,16:23:00,Cash,7.1,Naypyitaw
834-25-9262,C,Normal,Female,Fashion accessories,81.68,4,16.336000000000002,343.05600000000004,2019-01-06,12:12:00,Cash,9.1,Naypyitaw
122-61-9553,C,Normal,Female,Electronic accessories,51.32,9,23.094,484.974,2019-03-14,19:33:00,Cash,5.6,Naypyitaw
468-88-0009,A,Member,Male,Home and lifestyle,65.94,4,13.188,276.948,2019-03-24,10:29:00,Cash,6.0,Yangon
613-59-9758,C,Normal,Female,Sports and travel,14.36,10,7.18,150.78,2019-01-27,14:28:00,Cash,5.4,Naypyitaw
254-31-0042,A,Member,Male,Electronic accessories,21.5,9,9.675,203.175,2019-03-06,12:46:00,Credit card,7.8,Yangon
201-86-2184,B,Member,Female,Electronic accessories,26.26,7,9.191,193.01100000000002,2019-02-02,19:40:00,Cash,9.9,Mandalay
261-12-8671,B,Normal,Female,Fashion accessories,60.96,2,6.096,128.016,2019-01-25,19:39:00,Credit card,4.9,Mandalay
730-70-9830,C,Normal,Female,Home and lifestyle,70.11,6,21.033,441.693,2019-03-14,17:54:00,Ewallet,5.2,Naypyitaw
382-25-8917,C,Normal,Male,Fashion accessories,42.08,6,12.624,265.104,2019-01-29,12:25:00,Cash,8.9,Naypyitaw
422-29-8786,A,Normal,Female,Home and lifestyle,67.09,5,16.772500000000004,352.2225,2019-01-03,16:47:00,Credit card,9.1,Yangon
667-23-5919,A,Member,Female,Fashion accessories,96.7,5,24.175,507.675,2019-01-14,12:52:00,Ewallet,7.0,Yangon
843-01-4703,B,Member,Female,Home and lifestyle,35.38,9,15.921000000000001,334.341,2019-01-05,19:50:00,Credit card,9.6,Mandalay
743-88-1662,C,Normal,Male,Sports and travel,95.49,7,33.4215,701.8515,2019-02-22,18:17:00,Ewallet,8.7,Naypyitaw
595-86-2894,C,Member,Male,Fashion accessories,96.98,4,19.396,407.31600000000003,2019-02-06,17:20:00,Ewallet,9.4,Naypyitaw
182-69-8360,B,Normal,Female,Electronic accessories,23.65,4,4.7299999999999995,99.33,2019-01-30,13:32:00,Credit card,4.0,Mandalay
289-15-7034,A,Member,Male,Sports and travel,82.33,4,16.466,345.786,2019-01-11,10:37:00,Credit card,7.5,Yangon
462-78-5240,C,Normal,Female,Electronic accessories,26.61,2,2.661,55.881,2019-03-19,14:35:00,Cash,4.2,Naypyitaw
868-52-7573,B,Normal,Female,Food and beverages,99.69,5,24.9225,523.3725,2019-01-14,12:09:00,Cash,9.9,Mandalay
153-58-4872,C,Member,Female,Food and beverages,74.89,4,14.978000000000002,314.538,2019-03-01,15:32:00,Ewallet,4.2,Naypyitaw
662-72-2873,A,Normal,Female,Food and beverages,40.94,5,10.235,214.935,2019-01-06,13:58:00,Ewallet,9.9,Yangon
525-88-7307,B,Member,Male,Sports and travel,75.82,1,3.791,79.61099999999999,2019-01-31,13:19:00,Cash,5.8,Mandalay
689-16-9784,C,Normal,Male,Food and beverages,46.77,6,14.031,294.651,2019-03-11,13:37:00,Cash,6.0,Naypyitaw
725-56-0833,A,Normal,Female,Health and beauty,32.32,10,16.16,339.36,2019-02-20,16:49:00,Credit card,10.0,Yangon
394-41-0748,C,Member,Female,Fashion accessories,54.07,9,24.331500000000002,510.9615,2019-01-27,14:55:00,Ewallet,9.5,Naypyitaw
596-42-3999,B,Normal,Male,Food and beverages,18.22,7,6.377,133.917,2019-03-10,14:04:00,Credit card,6.6,Mandalay
541-89-9860,C,Member,Female,Fashion accessories,80.48,3,12.072000000000001,253.512,2019-02-15,12:31:00,Cash,8.1,Naypyitaw
173-82-9529,B,Normal,Female,Fashion accessories,37.95,10,18.975,398.475,2019-01-26,14:51:00,Cash,9.7,Mandalay
563-36-9814,A,Member,Male,Electronic accessories,76.82,1,3.8409999999999997,80.66099999999999,2019-02-13,18:27:00,Ewallet,7.2,Yangon
308-47-4913,A,Member,Female,Sports and travel,52.26,10,26.130000000000003,548.73,2019-03-09,12:45:00,Credit card,6.2,Yangon
885-17-6250,A,Normal,Female,Health and beauty,79.74,1,3.987,83.72699999999999,2019-03-06,10:36:00,Ewallet,7.3,Yangon
726-27-2396,A,Normal,Female,Health and beauty,77.5,5,19.375,406.875,2019-01-24,20:36:00,Ewallet,4.3,Yangon
316-01-3952,A,Normal,Female,Food and beverages,54.27,5,13.567500000000003,284.9175,2019-03-13,14:16:00,Ewallet,4.6,Yangon
760-54-1821,B,Normal,Male,Home and lifestyle,13.59,9,6.115500000000001,128.4255,2019-03-15,10:26:00,Cash,5.8,Mandalay
793-10-3222,B,Member,Female,Health and beauty,41.06,6,12.318000000000001,258.678,2019-03-05,13:30:00,Credit card,8.3,Mandalay
346-12-3257,B,Member,Male,Electronic accessories,19.24,9,8.658,181.81799999999998,2019-03-04,16:28:00,Cash,8.0,Mandalay
110-05-6330,C,Normal,Female,Food and beverages,39.43,6,11.829,248.409,2019-03-25,20:18:00,Credit card,9.4,Naypyitaw
651-61-0874,C,Normal,Male,Home and lifestyle,46.22,4,9.244,194.124,2019-03-12,20:04:00,Credit card,6.2,Naypyitaw
236-86-3015,C,Member,Male,Home and lifestyle,13.98,1,0.6990000000000001,14.679,2019-02-04,13:38:00,Ewallet,9.8,Naypyitaw
831-64-0259,B,Normal,Female,Fashion accessories,39.75,5,9.9375,208.6875,2019-02-22,10:43:00,Ewallet,9.6,Mandalay
587-03-7455,C,Member,Female,Fashion accessories,97.79,7,34.22650000000001,718.7565000000001,2019-02-16,17:30:00,Ewallet,4.9,Naypyitaw
